GP,MIN,FGM,FG%,3P Made,3P%,FTA,FT%,OREB,REB,AST,STL,BLK,TOV,target_5yrs,EFF_RATING,AST_TO_RATIO,REB_PER_MIN
12,30.5,1.0,0.385,2.6,0.394,10.2,0.627,0.7,2.5,8.1,1.8,2.5,1.8,0,0.8583,4.4975,0.082
53,24.9,3.6,0.424,1.7,0.327,8.6,0.663,2.0,2.8,6.8,1.4,0.8,3.6,0,0.1679,1.8884,0.1124
71,34.5,1.1,0.393,0.5,0.333,1.2,0.75,0.4,5.8,8.9,2.4,1.8,2.7,0,0.2394,3.2951,0.1681
10,19.6,1.8,0.4,2.1,0.5,10.2,0.686,3.7,8.8,4.5,2.3,2.8,1.3,0,1.57,3.4589,0.449
45,25.0,1.3,0.5,1.5,0.319,2.2,0.818,1.4,9.6,8.9,1.5,0.3,4.3,0,0.3756,2.0693,0.384
17,25.8,1.0,0.417,2.0,0.303,5.9,0.864,3.6,11.2,8.7,2.6,1.5,4.1,0,1.1824,2.1214,0.4341
26,24.5,4.7,0.376,2.7,0.314,8.2,0.78,3.8,7.7,4.4,2.3,1.4,2.1,1,0.6385,2.0942,0.3143
62,28.2,1.6,0.444,1.3,0.289,2.1,0.762,0.0,6.4,3.8,2.3,1.2,3.0,1,0.1903,1.2662,0.2269
46,12.8,5.0,0.362,2.7,0.318,7.1,0.901,1.9,4.9,9.3,2.9,2.5,1.4,0,0.4891,6.6381,0.3828
64,21.9,5.1,0.443,2.3,0.469,3.3,0.667,0.1,1.7,7.2,0.8,1.1,3.5,1,0.1766,2.0566,0.0776
2,8.4,3.6,0.514,1.5,0.455,8.7,0.782,3.6,5.4,9.3,0.8,0.2,1.7,1,7.85,5.4674,0.6428
54,17.7,1.1,0.458,1.8,0.316,2.8,0.714,2.1,3.9,8.0,2.7,0.2,4.3,0,0.2,1.86,0.2203
65,21.1,2.4,0.364,1.0,0.4,7.6,0.882,0.3,1.8,6.1,2.3,0.1,1.2,0,0.1631,5.0791,0.0853
51,26.5,4.5,0.474,3.0,0.462,0.5,0.8,0.4,3.1,1.2,2.8,1.2,0.3,0,0.2431,3.9867,0.117
53,36.4,2.3,0.377,2.0,0.351,7.7,0.649,1.5,4.8,2.9,0.2,2.2,1.5,0,0.1547,1.932,0.1319
36,24.8,0.6,0.375,0.1,0.333,5.2,0.712,3.8,11.9,9.7,1.9,0.6,1.1,0,0.6139,8.8102,0.4798
26,29.5,3.6,0.468,1.0,0.37,5.2,0.635,2.8,7.8,3.2,0.4,1.9,2.6,1,0.4769,1.2303,0.2644
29,21.7,4.8,0.533,1.9,0.292,2.6,0.615,3.5,11.7,0.9,1.5,2.1,1.2,1,0.6483,0.7494,0.5391
21,25.9,5.5,0.396,0.2,0.286,6.3,0.778,1.5,5.3,7.1,0.5,0.8,3.9,0,0.6619,1.82,0.2046
11,7.3,1.0,0.476,0.1,0.333,1.6,0.812,0.2,4.3,7.3,0.4,1.8,1.4,0,1.1909,5.2106,0.589
40,13.4,4.0,0.388,1.4,0.286,6.0,0.65,3.9,7.2,2.9,0.0,2.1,3.6,1,0.2625,0.8053,0.5373
11,16.9,1.6,0.444,1.0,0.303,2.9,0.621,0.1,2.0,3.0,1.9,1.4,3.0,0,0.5273,0.9997,0.1183
36,20.6,1.5,0.441,1.3,0.302,9.5,0.705,3.8,5.4,4.7,1.1,1.0,4.9,1,0.1667,0.959,0.2621
59,6.5,4.8,0.387,0.8,0.32,0.3,0.667,1.5,9.5,0.2,0.3,1.9,5.0,0,0.1966,0.04,1.4613
39,9.6,1.6,0.457,0.5,0.5,2.1,0.667,0.0,8.3,7.9,1.0,2.9,4.4,1,0.4256,1.795,0.8645
54,14.1,1.9,0.442,2.1,0.296,2.2,0.773,2.8,4.0,3.2,0.5,1.3,3.8,1,0.1222,0.8419,0.2837
55,37.1,0.1,0.5,1.5,0.366,4.0,0.725,3.9,6.0,8.5,2.8,1.2,2.1,0,0.28,4.0457,0.1617
24,15.9,4.8,0.462,0.6,0.261,2.4,0.667,3.9,7.7,8.0,1.0,1.4,3.8,1,0.7625,2.1047,0.4842
22,20.9,4.0,0.43,1.0,0.278,4.9,0.694,0.6,2.6,6.6,1.0,0.2,4.8,0,0.3682,1.3747,0.1244
69,11.5,3.9,0.382,1.8,0.316,6.8,0.897,0.7,4.4,3.2,2.5,1.7,0.3,1,0.213,10.6312,0.3826
56,25.2,4.6,0.465,0.2,0.4,6.3,0.794,2.3,3.9,5.2,1.9,1.0,2.8,1,0.2232,1.8565,0.1548
33,14.3,0.9,0.429,0.4,0.4,4.8,0.854,2.5,6.7,4.4,2.1,0.4,1.2,0,0.3818,3.6636,0.4685
36,11.8,2.8,0.406,0.2,0.4,0.7,0.857,3.0,5.8,3.4,1.9,1.4,2.9,0,0.3417,1.172,0.4915
20,22.0,2.0,0.488,2.4,0.338,7.6,0.645,0.7,3.8,8.5,2.8,0.0,2.4,1,0.6,3.5402,0.1727
81,5.2,0.7,0.467,2.3,0.383,1.3,0.923,3.8,5.1,4.8,0.6,1.2,3.0,0,0.1148,1.5995,0.9806
62,5.3,3.0,0.366,2.3,0.329,6.7,0.821,2.6,6.6,8.3,3.0,0.3,2.8,1,0.2774,2.9632,1.245
73,12.2,6.5,0.396,2.1,0.429,2.3,0.783,3.4,11.7,5.3,2.5,0.1,4.8,0,0.2849,1.1039,0.9589
26,6.2,0.4,0.4,2.0,0.253,4.1,0.707,2.2,5.6,1.4,1.8,2.5,2.9,1,0.2923,0.4826,0.9031
66,8.6,2.3,0.411,1.4,0.452,3.4,0.735,1.7,9.1,9.8,2.0,2.7,4.3,0,0.3136,2.2785,1.058
73,16.2,1.6,0.552,1.9,0.26,7.3,0.822,3.9,10.9,5.9,1.9,0.6,1.7,0,0.2452,3.4685,0.6728
73,31.5,1.3,0.419,0.1,0.25,1.1,0.818,2.3,10.0,5.1,0.2,1.6,2.3,1,0.2151,2.2164,0.3175
40,23.9,6.1,0.433,1.9,0.328,4.9,0.816,3.5,10.0,5.2,0.7,0.8,2.5,1,0.485,2.0792,0.4184
17,21.9,2.7,0.429,2.3,0.291,1.4,0.714,3.8,9.4,2.2,2.9,1.5,1.5,0,0.9882,1.4657,0.4292
1,14.7,2.5,0.463,1.5,0.349,6.1,0.803,2.7,9.6,5.3,1.6,1.3,2.0,1,17.1,2.6487,0.653
61,35.7,4.5,0.529,1.1,0.306,9.9,0.636,2.2,3.4,0.8,1.1,0.8,3.1,1,0.0639,0.258,0.0952
43,18.1,1.2,0.5,0.8,0.381,4.0,0.75,0.0,4.2,5.7,2.3,2.1,3.0,0,0.2674,1.8994,0.232
42,7.9,2.7,0.365,1.9,0.388,3.8,0.895,0.2,8.3,5.7,1.6,0.4,3.3,0,0.3571,1.7267,1.0505
25,25.4,2.5,0.455,2.1,0.318,9.5,0.684,0.8,7.1,9.1,0.0,0.2,1.9,0,0.56,4.787,0.2795
39,8.8,3.3,0.44,2.6,0.333,4.6,0.783,0.7,8.7,5.3,2.2,2.3,1.7,1,0.4897,3.1158,0.9885
35,16.4,5.4,0.54,1.0,0.312,4.9,0.694,1.0,7.6,1.4,2.2,2.0,3.1,1,0.4,0.4515,0.4634
3,21.7,3.9,0.542,2.3,0.39,5.0,0.8,1.2,8.3,5.7,0.5,1.5,0.8,0,6.0333,7.1161,0.3825
44,33.8,2.4,0.4,1.7,0.37,6.6,0.727,1.4,7.7,5.3,2.9,1.4,1.4,1,0.375,3.783,0.2278
51,21.3,5.3,0.427,2.6,0.464,1.0,0.7,1.7,7.9,2.0,0.7,1.5,0.4,0,0.3275,4.9875,0.3709
12,28.2,1.0,0.435,1.6,0.471,8.9,0.64,0.4,5.2,0.3,1.4,1.3,0.5,0,0.4583,0.5988,0.1844
19,37.8,0.3,0.5,1.6,0.4,3.7,0.811,0.2,7.6,5.1,0.3,1.2,1.4,0,0.6526,3.6403,0.2011
44,9.3,1.1,0.393,1.7,0.459,0.6,0.833,2.7,9.8,0.8,1.8,1.5,0.3,1,0.3318,2.6578,1.0537
59,14.1,2.5,0.51,2.2,0.449,7.3,0.753,2.1,8.9,4.7,1.1,1.6,1.4,0,0.2644,3.3547,0.6312
49,18.0,3.4,0.5,2.9,0.276,4.1,0.634,1.8,6.4,9.3,1.1,2.1,3.3,0,0.3571,2.8173,0.3555
61,18.9,3.3,0.44,0.2,0.5,1.1,0.636,2.5,5.5,7.2,2.5,2.1,0.5,1,0.323,14.3713,0.291
17,18.6,5.3,0.477,0.2,0.286,5.0,0.88,3.3,4.5,0.8,0.0,1.1,2.3,1,0.5176,0.3477,0.2419
74,35.0,3.2,0.485,2.8,0.394,7.2,0.861,1.7,9.4,2.2,2.4,1.2,4.6,1,0.173,0.4782,0.2686
57,28.6,3.1,0.408,1.6,0.267,8.4,0.738,2.6,7.5,6.7,1.7,1.1,4.0,0,0.2439,1.6746,0.2622
55,25.1,0.4,0.4,1.8,0.34,7.7,0.87,3.8,6.9,8.9,3.0,1.6,1.7,0,0.3291,5.2322,0.2749
47,15.2,0.3,0.375,1.4,0.378,7.8,0.782,3.4,6.4,0.3,1.8,1.4,4.6,1,0.083,0.0652,0.421
12,32.2,2.9,0.453,0.3,0.333,0.0,0.0,1.7,8.9,8.1,0.2,2.7,1.8,1,1.75,4.4975,0.2764
62,36.5,3.2,0.533,2.3,0.359,3.8,0.711,2.6,9.4,5.6,0.2,2.1,0.5,1,0.3048,11.1776,0.2575
80,32.1,4.6,0.484,2.2,0.319,9.0,0.633,0.7,7.5,5.3,2.6,2.7,5.0,1,0.18,1.0598,0.2336
8,5.1,0.9,0.36,0.9,0.45,4.2,0.619,2.2,7.9,9.6,2.5,2.1,4.4,0,2.125,2.1813,1.5487
21,26.0,0.3,0.429,0.9,0.25,5.4,0.778,3.9,7.3,7.5,1.0,2.9,2.4,0,0.7333,3.1237,0.2808
81,6.7,2.8,0.4,2.5,0.352,5.9,0.712,2.1,5.0,8.5,1.9,1.9,3.4,1,0.1852,2.4993,0.7462
80,13.5,1.7,0.548,0.2,0.4,4.0,0.65,3.7,4.7,3.5,1.5,2.9,3.4,0,0.1188,1.0291,0.3481
70,7.0,0.4,0.444,2.6,0.292,7.3,0.863,1.6,8.8,5.5,2.9,0.5,1.1,0,0.2286,4.9955,1.257
72,24.9,4.3,0.544,0.8,0.364,5.1,0.686,4.0,5.7,6.2,2.8,0.2,1.2,1,0.2278,5.1624,0.2289
25,27.7,0.7,0.412,1.8,0.273,4.3,0.767,2.3,7.7,3.2,3.0,1.7,2.5,0,0.512,1.2795,0.278
12,8.8,4.2,0.368,2.8,0.346,8.4,0.833,0.2,4.8,5.7,2.6,3.0,4.6,1,1.1917,1.2389,0.5454
15,17.7,2.0,0.364,2.0,0.29,4.6,0.761,2.3,7.0,2.4,2.7,1.3,0.2,0,0.94,11.9403,0.3955
59,20.1,1.4,0.424,1.2,0.444,1.4,0.857,1.1,8.7,1.4,0.7,0.6,4.0,0,0.1458,0.3499,0.4328
26,17.2,2.5,0.446,2.1,0.269,5.2,0.692,0.1,1.2,3.7,2.5,1.6,0.5,0,0.3615,7.3852,0.0698
26,9.0,4.7,0.364,1.0,0.286,7.0,0.814,3.3,9.8,7.4,2.1,1.9,2.5,1,0.85,2.9588,1.0888
47,18.8,2.1,0.404,0.8,0.421,6.8,0.794,1.1,2.2,9.2,2.9,0.9,3.3,0,0.2681,2.787,0.117
32,29.8,4.2,0.538,3.0,0.435,6.4,0.859,3.2,4.2,4.6,1.7,2.1,3.5,1,0.3875,1.3139,0.1409
10,7.3,0.9,0.45,2.3,0.377,7.7,0.649,1.2,5.3,6.4,0.3,2.9,0.5,0,1.26,12.7745,0.7259
16,7.6,3.9,0.488,1.9,0.253,2.4,0.75,0.8,2.3,1.0,1.8,2.7,2.2,1,0.5562,0.4543,0.3026
71,16.7,1.4,0.437,1.1,0.393,8.3,0.723,3.9,10.6,9.0,2.1,0.9,3.0,0,0.2634,2.999,0.6347
17,36.1,3.5,0.443,0.1,0.333,8.7,0.724,1.4,6.1,5.3,0.7,1.0,0.5,0,0.8059,10.5788,0.169
23,27.1,3.4,0.42,0.1,0.5,1.8,0.778,2.4,3.5,7.8,1.2,1.1,0.8,1,0.687,9.7378,0.1291
26,27.4,6.2,0.463,1.7,0.354,1.1,0.818,2.4,3.5,7.9,1.8,1.2,3.4,1,0.6538,2.3228,0.1277
7,16.9,2.9,0.509,2.3,0.319,10.0,0.68,2.2,7.3,2.6,1.1,0.3,2.7,0,1.1857,0.9626,0.4319
14,24.6,0.5,0.417,1.6,0.258,7.1,0.859,3.7,10.2,5.3,1.1,2.3,1.0,0,1.2429,5.2947,0.4146
79,5.3,0.3,0.375,2.5,0.329,7.3,0.863,2.7,6.5,9.6,0.4,1.1,2.8,0,0.1785,3.4273,1.2262
7,26.0,5.4,0.406,0.1,0.25,9.0,0.689,1.6,6.5,0.9,2.8,2.6,4.6,1,1.5429,0.1956,0.25
9,35.1,3.2,0.471,1.1,0.324,4.6,0.826,3.4,10.3,6.8,2.3,2.8,0.3,1,2.7,22.5914,0.2934
48,25.2,4.6,0.365,0.7,0.467,5.6,0.804,0.7,6.0,9.6,0.0,0.1,3.3,1,0.3313,2.9082,0.2381
72,33.8,1.4,0.368,1.3,0.382,5.1,0.745,2.2,4.6,3.0,2.3,3.0,0.6,0,0.1722,4.9917,0.1361
59,28.9,2.5,0.5,0.2,0.333,0.5,0.8,3.8,9.4,8.6,2.2,2.1,0.2,0,0.4153,42.7861,0.3252
39,9.0,0.3,0.5,2.9,0.257,7.6,0.684,2.5,8.1,9.3,0.0,1.6,0.9,0,0.4103,10.3219,0.8999
18,34.8,5.5,0.393,0.7,0.269,4.9,0.714,3.3,6.4,7.5,1.1,1.2,2.2,1,1.0056,3.4075,0.1839
59,7.2,3.4,0.382,2.8,0.406,6.4,0.703,2.6,7.9,2.3,1.8,1.6,4.1,0,0.1864,0.5608,1.0971
17,22.6,5.1,0.362,1.3,0.406,5.1,0.686,3.4,11.3,3.3,1.4,1.0,1.6,1,1.1118,2.0612,0.5
14,9.7,1.4,0.368,3.0,0.417,4.2,0.81,3.8,5.8,0.4,2.3,1.9,3.2,0,0.5571,0.125,0.5979
31,5.4,3.3,0.418,1.7,0.262,1.5,0.8,1.1,8.8,8.3,1.3,0.3,2.2,1,0.629,3.771,1.6293
24,18.9,4.0,0.43,2.8,0.269,2.6,0.769,0.7,5.3,8.5,0.5,1.9,1.3,0,0.7625,6.5334,0.2804
60,14.7,2.3,0.548,0.0,0.0,1.4,0.786,1.9,7.7,6.3,2.9,0.8,2.7,0,0.2833,2.3325,0.5238
45,21.0,4.8,0.49,2.2,0.361,2.2,0.636,2.8,4.0,3.5,0.7,0.1,4.0,1,0.1844,0.8748,0.1905
3,24.0,5.4,0.443,2.7,0.333,10.2,0.667,0.9,4.4,0.8,2.2,1.7,4.2,0,2.3,0.1904,0.1833
37,6.4,5.1,0.411,0.4,0.333,1.3,0.846,0.0,6.4,7.5,0.4,1.7,4.3,1,0.4486,1.7438,0.9998
43,9.1,4.5,0.425,0.3,0.375,2.1,0.905,1.4,7.5,7.3,1.0,1.3,1.8,0,0.4558,4.0533,0.8241
40,23.4,1.7,0.395,1.3,0.333,4.6,0.891,3.9,5.0,9.1,1.3,0.2,4.0,0,0.32,2.2744,0.2137
55,16.3,1.9,0.475,2.8,0.483,5.3,0.811,2.8,7.7,7.3,0.6,2.7,1.2,1,0.3273,6.0783,0.4724
39,29.1,5.7,0.422,1.6,0.444,1.3,0.846,1.6,2.9,8.3,1.3,1.8,3.7,1,0.4128,2.2426,0.0997
15,26.5,0.2,0.5,1.6,0.267,7.7,0.727,0.8,9.0,7.5,0.5,0.3,4.8,0,0.7067,1.5622,0.3396
4,32.9,3.9,0.453,0.4,0.286,8.4,0.655,1.4,6.4,6.3,1.7,1.5,0.3,0,4.15,20.9302,0.1945
25,27.9,4.9,0.392,0.0,0.0,2.5,0.68,0.7,1.5,4.3,2.0,1.5,2.3,0,0.444,1.8688,0.0538
13,19.2,4.5,0.402,2.4,0.329,2.4,0.833,0.4,7.7,9.0,0.2,0.2,3.3,1,1.3769,2.7264,0.401
33,27.2,6.1,0.359,0.3,0.375,8.6,0.767,3.6,11.5,6.5,2.6,1.8,3.6,1,0.6939,1.8051,0.4228
16,14.1,1.8,0.486,1.9,0.288,7.9,0.734,4.0,7.5,4.0,0.6,2.4,1.0,1,0.825,3.996,0.5319
42,15.1,2.2,0.431,2.7,0.281,7.4,0.662,0.7,7.1,0.8,0.7,2.2,4.9,1,0.1333,0.1632,0.4702
66,31.0,0.6,0.462,0.6,0.286,0.9,0.667,0.2,4.3,2.9,2.0,0.6,3.2,0,0.1045,0.906,0.1387
55,19.7,2.7,0.45,2.0,0.29,4.5,0.644,1.3,6.7,5.4,1.4,2.6,1.0,0,0.2945,5.3946,0.3401
42,31.3,1.7,0.378,0.2,0.4,5.3,0.736,1.8,5.4,5.3,1.5,1.0,0.3,1,0.3143,17.608,0.1725
34,32.1,1.8,0.4,1.8,0.375,1.9,0.684,0.8,3.7,2.2,0.4,2.8,4.0,0,0.1853,0.5499,0.1153
30,33.3,4.3,0.374,0.5,0.333,3.6,0.861,1.2,5.2,5.3,2.4,0.2,0.6,1,0.5433,8.8186,0.1562
13,35.2,5.6,0.5,2.2,0.373,5.8,0.724,0.8,2.5,1.7,1.9,1.5,0.9,0,0.8231,1.8868,0.071
13,19.2,1.3,0.371,0.9,0.281,2.8,0.821,3.1,10.0,8.0,0.4,1.8,3.0,1,1.3846,2.6658,0.5208
18,15.5,2.1,0.538,1.4,0.378,7.2,0.764,2.9,6.3,4.8,1.1,0.7,3.1,0,0.5667,1.5479,0.4064
32,24.2,6.8,0.372,1.8,0.439,8.4,0.702,2.5,6.2,5.7,2.4,2.3,3.5,1,0.5438,1.6281,0.2562
39,17.2,0.5,0.455,0.5,0.357,2.8,0.821,1.5,8.8,1.5,1.7,1.9,2.1,0,0.3026,0.7139,0.5116
46,24.8,0.7,0.467,2.2,0.253,6.6,0.894,3.6,8.0,3.2,0.3,0.1,3.9,0,0.1674,0.8203,0.3226
29,28.3,0.9,0.429,0.9,0.409,0.8,0.875,3.9,8.7,4.1,1.1,1.8,4.9,0,0.4,0.8366,0.3074
62,27.7,4.5,0.366,2.0,0.312,6.6,0.894,0.7,8.9,8.1,0.7,1.5,1.5,0,0.3468,5.3964,0.3213
62,17.4,1.0,0.556,0.5,0.357,1.2,0.917,0.9,8.5,7.7,1.6,0.6,3.6,0,0.2532,2.1383,0.4885
57,10.5,5.3,0.465,2.1,0.467,0.7,0.857,2.1,4.1,2.2,2.5,3.0,4.7,1,0.2158,0.468,0.3904
16,19.2,2.8,0.378,0.4,0.333,5.5,0.818,0.4,4.5,6.2,1.3,2.7,3.5,0,0.8125,1.7709,0.2344
56,9.7,3.7,0.457,1.3,0.295,4.0,0.825,1.7,9.9,2.4,1.3,0.9,3.5,0,0.25,0.6855,1.0205
10,34.4,1.3,0.5,0.7,0.333,10.2,0.627,2.3,5.7,9.9,2.7,1.6,1.3,0,1.61,7.6095,0.1657
30,16.4,2.9,0.446,2.2,0.268,3.1,0.806,2.1,5.5,9.5,1.7,0.9,2.8,0,0.57,3.3916,0.3353
25,10.1,3.8,0.458,0.8,0.381,2.3,0.87,1.3,3.5,5.6,1.7,2.3,2.9,0,0.548,1.9304,0.3465
5,5.8,5.1,0.37,2.6,0.464,4.8,0.729,2.2,4.0,7.0,0.8,2.8,3.6,0,2.96,1.9439,0.6895
65,26.3,4.6,0.39,2.7,0.257,4.9,0.653,3.8,10.0,8.0,1.8,1.1,5.0,0,0.2892,1.5997,0.3802
49,26.0,3.6,0.434,0.6,0.353,3.5,0.686,0.8,7.2,7.2,1.7,2.4,0.4,1,0.4204,17.9551,0.2769
3,16.2,6.6,0.359,1.8,0.316,6.1,0.803,2.6,10.6,7.0,1.2,1.5,0.5,1,8.4,13.9721,0.6543
45,7.4,5.8,0.443,0.3,0.273,7.3,0.726,0.2,6.6,9.6,3.0,1.2,0.6,1,0.5244,15.9734,0.8918
14,18.5,4.0,0.541,1.2,0.375,8.7,0.69,0.3,2.9,6.0,2.6,2.8,3.8,1,0.8429,1.5785,0.1567
30,15.3,0.5,0.5,2.1,0.292,10.0,0.68,2.2,3.2,6.4,2.2,1.5,0.9,0,0.3233,7.1032,0.2091
68,27.3,0.2,0.5,2.0,0.444,2.7,0.704,0.4,8.5,8.5,1.6,1.4,3.2,0,0.2382,2.6554,0.3113
18,25.0,1.4,0.519,1.9,0.388,7.7,0.649,0.1,3.3,6.7,1.4,2.0,1.8,0,0.5722,3.7202,0.132
62,17.0,3.6,0.364,0.8,0.444,4.3,0.651,0.7,3.6,7.3,0.6,0.8,2.4,0,0.1935,3.0404,0.2118
37,12.2,3.1,0.388,1.1,0.275,6.5,0.723,2.3,10.0,2.3,0.9,1.0,1.2,0,0.3865,1.9151,0.8196
25,37.6,2.4,0.48,0.3,0.429,4.3,0.767,2.8,8.1,3.7,2.3,2.8,4.4,1,0.556,0.8407,0.2154
48,20.0,6.3,0.417,2.2,0.289,9.9,0.707,0.8,3.0,1.5,1.4,2.0,3.0,1,0.1729,0.4998,0.15
65,27.7,6.6,0.398,1.5,0.259,7.7,0.662,2.7,10.0,5.1,2.6,2.5,4.7,1,0.3,1.0849,0.361
53,9.6,6.6,0.365,2.1,0.328,7.4,0.905,0.7,8.7,4.6,0.4,0.8,3.0,1,0.3283,1.5328,0.9062
79,21.0,1.7,0.37,0.7,0.318,9.3,0.624,2.5,4.0,10.0,1.5,1.6,0.8,0,0.1835,12.4844,0.1905
73,5.9,4.9,0.434,1.0,0.345,7.5,0.84,1.6,9.0,6.1,1.9,2.9,1.0,0,0.3096,6.0939,1.5252
15,21.7,2.1,0.389,1.0,0.37,7.6,0.75,2.6,6.2,7.9,1.6,1.0,4.9,0,0.8,1.6119,0.2857
49,36.8,1.3,0.419,0.1,0.333,4.9,0.653,4.0,8.7,3.3,2.7,0.5,3.7,0,0.2265,0.8917,0.2364
68,17.7,1.0,0.417,1.0,0.312,2.2,0.818,3.8,11.6,8.3,3.0,1.5,0.4,1,0.3618,20.6983,0.6553
12,6.3,2.3,0.523,2.4,0.253,3.5,0.743,0.0,8.3,6.2,0.3,1.2,3.6,0,1.15,1.7217,1.3173
59,6.0,2.7,0.519,2.7,0.257,0.1,1.0,3.5,6.0,7.0,0.4,0.5,2.2,1,0.2441,3.1804,0.9998
